   358	GP2
   359	GPP
   360	GPX
   361	GRC
   362	GRG
   363	GSP
   364	GTE
   365	GTF
   366	GTN
   367	GTO
   368	GTP
   369	H86
   370	HC7
   371	HDB
   372	HE3
   373	HEM
   374	HH2
   375	HI5
   376	HO6
   377	HQZ
   378	HTD
   379	HTL
   380	HXB
   381	HXZ
   382	I59
   383	IAP
   384	ICA
   385	IDO
   386	IDP
   387	IN
   388	IOD
   389	IPE
   390	IPR
   391	ITM
   392	ITT
   393	K9H
   394	K
   395	KO4
   396	KPY
   397	KR
   398	KTP
   399	L2T
   400	L3T
   401	L9M
   402	L9N
   403	LA8
   404	LI
   405	LPC
   406	LUO
   407	M1N
   408	M6T
   409	M7G
   410	MA7
   411	MAP
   412	MDG
   413	ME6
   414	MF4
   415	MGF
   416	MG
   417	MGM
   418	MGO
   419	MGP
   420	MGQ
   421	MGT
   422	MGV
   423	MJS
   424	MNQ
   425	MNT
   426	MO1
   427	MO2
   428	MO3
   429	MO4
   430	MO5
   431	MO6
   432	MPL
   433	MT1
   434	MTD
   435	MTN
   436	MYK
   437	N11
   438	N1T
   439	N3T
   440	N4S
   441	N5C
   442	N5P
   443	N79
   444	NA2
   445	NA5
   446	NA6
   447	NA
   448	NAO
   449	NAW
   450	NBF
   451	NBS
   452	NDT
   453	NGN
   454	NH2
   455	NLH
   456	NLK
   457	NMN
   458	NMO
   459	NMQ
   460	NOB
   461	NO
   462	NPB
   463	OC1
   464	OC2
   465	OC3
   466	OC4
   467	OC5
   468	OC6
   469	OC7
   470	OC8
   471	OET
   472	O
   473	OME
   474	ONA
   475	ONP
   476	OPS
   477	OXA
   478	OX
   479	OXO
   480	P22
   481	P23
   482	P25
   483	P3P
   484	P89
   485	PA0
   486	PAP
   487	PBA
   488	PBC
   489	PBF
   490	PB
   491	PBM
   492	PC0
   493	PDP
   494	PGM
   495	PGP
   496	PHY
   497	PNJ
   498	PNQ
   499	POB
   500	PPB
   501	PPE
   502	PRP
   503	PS7
   504	PS9
   505	PYI
   506	QGG
   507	QTP
   508	QTR
   509	R1A
   510	R1B
   511	R1F
   512	R1T
   513	R7A
   514	RB
   515	RCY
   516	RE1
   517	RTP
   518	RXR
   519	S1T
   520	S2C
   521	SBD
   522	SBE
   523	SB
   524	SBL
   525	SBO
   526	SBP
   527	SBZ
   528	SEE
   529	SE
   530	S
   531	SFO
   532	SHT
   533	SL2
   534	SLL
   535	SLN
   536	SM2
   537	SM3
   538	SM4
   539	SRB
   540	SRD
   541	SR
   542	SWH
   543	SZH
   544	T16
   545	T19
   546	T1A
   547	T29
   548	T42
   549	T5X
   550	T8T
   551	T9T
   552	TAS
   553	TAT
   554	TBD
   555	TBY
   556	TD6
   557	TD8
   558	TD9
   559	TDB
   560	TDK
   561	TDL
   562	TDM
   563	TDP
   564	TDW
   565	TE6
   566	TE
   567	TF7
   568	THD
   569	THV
   570	THY
   571	TKL
   572	TL
   573	TNV
   574	TP7
   575	TP8
   576	TPP
   577	TPR
   578	TPS
   579	TPU
   580	TR8
   581	TSE
   582	TTA
   583	TTE
   584	TTI
   585	TTO
   586	TTP
   587	TTR
   588	TY1
   589	TYD
   590	TZD
   591	UC5
   592	UCP
   593	UDP
   594	UMQ
   595	UNP
   596	UPC
   597	UPR
   598	UTP
   599	UZR
   600	V1A
   601	V35
   602	V36
   603	VA1
   604	VNP
   605	WMP
   606	WWF
   607	X7A
   608	X8A
   609	XA1
   610	XAE
   611	XE
   612	XG4
   613	XMP
   614	XP8
   615	XP9
   616	XX2
   617	YI1
   618	YL2
   619	Z06
   620	Z10
   621	ZA2
   622	ZA3
   623	ZA4
   624	ZA5
   625	ZAB
   626	ZAN
   627	ZZB
